Year,Afghanistan,Africa,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Asia,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bonaire Sint Eustatius and Saba,Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,Colombia,Comoros,Congo,Cook Islands,Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curacao,Cyprus,Czechia,Democratic Republic of Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Europe,Faeroe Islands,Falkland Islands,Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macao,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia (country),Moldova,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,Netherlands Antilles,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,North America,North Korea,North Macedonia,Northern Mariana Islands,Norway,Oceania,Oman,Pakistan,Palau,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Reunion,Romania,Russia,Rwanda,Saint Barthlemy,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Martin (French part),Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South America,South Korea,South Sudan,Spain,Sri Lanka,Sudan,Suriname,Svalbard and Jan Mayen,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Timor,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,United States Virgin Islands,Uruguay,Uzbekistan,Vanuatu,Vatican,Venezuela,Vietnam,Wallis and Futuna,Western Sahara,World,Yemen,Zambia,Zimbabwe
1890,4576341.0,135129385.0,734542.0,4220676.0,5902.0,4321.0,3241303.0,3650.0,36493.0,3369205.0,776260.0,7457.0,896895609.0,3051572.0,5403122.0,1669946.0,50724.0,72022.0,25109499.0,183138.0,4477601.0,6092147.0,31689.0,1104082.0,,282045.0,1447966.0,,1558441.0,149155.0,14310406.0,,12223.0,3447267.0,2184563.0,1748784.0,2677443.0,3347715.0,4841246.0,129091.0,,1022983.0,1917354.0,,2731509.0,381553421.0,3425421.0,78582.0,629166.0,,254502.0,1358494.0,2275631.0,1651500.0,,208720.0,8703318.0,9862646.0,2298166.0,41021.0,26985.0,401900.0,1280617.0,8475721.0,754561.0,140805.0,594185.0,774190.0,98703.0,18108553.0,374454927.0,11818.0,2095.0,120745.0,2358017.0,39527583.0,13540.0,,386400.0,154099.0,2030742.0,48260349.0,2493504.0,,4509403.0,11344.0,52540.0,177419.0,,1389046.0,1436591.0,269709.0,268844.0,1440082.0,415936.0,218684.0,6614395.0,71261.0,283791657.0,33754719.0,9225116.0,1864649.0,4690478.0,,312781.0,31475731.0,644257.0,39847686.0,265201.0,3828815.0,4295113.0,24738.0,92540.0,1000815.0,1132130.0,1832020.0,483944.0,259951.0,454786.0,437677.0,9601.0,2179395.0,211953.0,,2935223.0,2144475.0,1533320.0,60821.0,2112010.0,203997.0,30910.0,178374.0,335694.0,373252.0,200.0,11623615.0,23353.0,1344394.0,18905.0,685399.0,374240.0,12533.0,4246802.0,4483728.0,6950909.0,181885.0,1938.0,5069145.0,4519467.0,35071.0,54740.0,661529.0,470335.0,1234792.0,17575410.0,,90871086.0,5032559.0,733732.0,,2005632.0,5179952.0,371038.0,17382737.0,5466.0,253599.0,224914.0,978836.0,597420.0,3364190.0,6011548.0,22462150.0,5019444.0,861685.0,15542.0,167070.0,10307856.0,59310715.0,1618737.0,,,48742.0,43477.0,,5057.0,41399.0,35317.0,9308.0,37265.0,2157579.0,1284418.0,2176114.0,17001.0,1029918.0,156080.0,,2750399.0,870269.0,109367.0,1503312.0,4746928.0,33931028.0,9421653.0,1709253.0,17749983.0,3461262.0,4863856.0,92782.0,918.0,4790934.0,2951173.0,1661056.0,2491264.0,877998.0,5360214.0,6793527.0,307656.0,689755.0,,20032.0,220310.0,1690619.0,13346561.0,693746.0,246.0,3493.0,3516917.0,21394503.0,44071.0,37730415.0,64713188.0,17671.0,689904.0,3599614.0,52014.0,909.0,2337129.0,11047139.0,,826.0,1536461987.0,2891107.0,1637899.0,990514.0
1891,4599136.0,135445399.0,741792.0,4261859.0,,4351.0,3242479.0,,36447.0,3479859.0,783201.0,,901901126.0,3127374.0,5455532.0,1685319.0,51329.0,72438.0,25194246.0,184352.0,4519028.0,6151140.0,32221.0,1111970.0,,280779.0,1481901.0,,1577938.0,150651.0,14625437.0,,12626.0,3498337.0,2197027.0,1746776.0,2695606.0,3346125.0,4892090.0,130776.0,,1021760.0,1910473.0,,2771050.0,383250820.0,3485981.0,79112.0,629226.0,,260871.0,1367692.0,2295855.0,1658288.0,,211274.0,8764419.0,9849386.0,2322506.0,41105.0,27057.0,412178.0,1295100.0,8588153.0,763909.0,140810.0,591760.0,783525.0,99695.0,18100417.0,377474877.0,,,120437.0,2387622.0,39589146.0,,,386411.0,155379.0,2049336.0,48838083.0,2512944.0,,4556170.0,,53573.0,,,1391939.0,1447888.0,271853.0,271230.0,1455569.0,426477.0,225927.0,6658275.0,71621.0,285164933.0,34141852.0,9301093.0,1901275.0,4655895.0,,316578.0,31674076.0,651480.0,40207610.0,265689.0,3862927.0,4293722.0,24849.0,93119.0,1009886.0,1156758.0,1861751.0,484539.0,262426.0,458757.0,444490.0,9671.0,2211717.0,213421.0,,2925837.0,2141348.0,1585304.0,61100.0,2132209.0,205231.0,31674.0,,337579.0,373774.0,,11781298.0,23475.0,1356572.0,19154.0,686374.0,380041.0,,4288572.0,4470770.0,7261730.0,183878.0,1940.0,5081732.0,4574177.0,,,675784.0,476981.0,1242244.0,17706426.0,,91223278.0,5051229.0,740441.0,,2022248.0,5216678.0,371662.0,17463622.0,5493.0,256780.0,227814.0,984300.0,604539.0,3399191.0,6063210.0,22698862.0,5058596.0,,15627.0,,10367930.0,59851571.0,1615594.0,,,48815.0,44099.0,,,41796.0,35067.0,9377.0,37529.0,2155206.0,1293894.0,2206450.0,17225.0,1037902.0,161027.0,,2760011.0,877999.0,110256.0,1506521.0,4801208.0,34591430.0,9415565.0,1723626.0,17834450.0,3511099.0,4867071.0,92979.0,,4819267.0,2975415.0,1665874.0,2512629.0,885890.0,5338331.0,6854216.0,309562.0,695090.0,,20072.0,225291.0,1708034.0,13428218.0,700053.0,,3510.0,3521480.0,21594234.0,44305.0,38068797.0,66079404.0,,713041.0,3631680.0,52447.0,909.0,2371122.0,11076713.0,,,1545852788.0,2895026.0,1637735.0,1000400.0
1892,4622041.0,135846881.0,749176.0,4303146.0,,4381.0,3237188.0,,36319.0,3595108.0,790204.0,,906708550.0,3195087.0,5510006.0,1700834.0,51974.0,72856.0,25279064.0,185599.0,4560838.0,6210932.0,32788.0,1119701.0,,279518.0,1516628.0,,1596808.0,152162.0,14962274.0,,13043.0,3550580.0,2209997.0,1740609.0,2713892.0,3337899.0,4942398.0,132481.0,,1018912.0,1899802.0,,2810328.0,385103123.0,3547606.0,79646.0,627785.0,,266940.0,1377497.0,2316259.0,1663318.0,,213898.0,8825950.0,9817124.0,2347693.0,41205.0,27188.0,422719.0,1309747.0,8703762.0,772546.0,140479.0,589330.0,792972.0,100697.0,18092281.0,380556560.0,,,120227.0,2416107.0,39642871.0,,,385501.0,156608.0,2068100.0,49464772.0,2532881.0,,4603435.0,,54562.0,,,1390538.0,1458691.0,274013.0,273624.0,1471222.0,436974.0,233576.0,6704740.0,72139.0,286167644.0,34533986.0,9391097.0,1947121.0,4625639.0,,320460.0,31866992.0,659098.0,40579320.0,266176.0,3897342.0,4282099.0,24961.0,93701.0,1019040.0,1181919.0,1891964.0,485136.0,264924.0,462762.0,451497.0,9741.0,2244519.0,215359.0,,2910072.0,2135877.0,1639062.0,61380.0,2152976.0,206473.0,32457.0,,339542.0,374072.0,,11947763.0,23597.0,1368860.0,19407.0,687351.0,385932.0,,4330454.0,4453385.0,7531276.0,185892.0,1941.0,5091041.0,4630535.0,,,689639.0,483719.0,1249736.0,17835719.0,,92865765.0,5069954.0,747212.0,,2041863.0,5305691.0,372286.0,17544872.0,5521.0,260014.0,230752.0,989769.0,597321.0,3431939.0,6120654.0,22905402.0,5096570.0,,15712.0,,10427844.0,60397359.0,1609238.0,,,48762.0,44818.0,,,42330.0,34819.0,9447.0,37795.0,2152812.0,1302926.0,2237859.0,17500.0,1045948.0,166136.0,,2769657.0,885798.0,111151.0,1510338.0,4856100.0,35279004.0,9409472.0,1738094.0,17916700.0,3565591.0,4870218.0,93177.0,,4850048.0,3004220.0,1670706.0,2536581.0,893854.0,5305884.0,6918321.0,311602.0,700466.0,,20112.0,230221.0,1725508.0,13510374.0,706418.0,,3526.0,3521844.0,21795828.0,44541.0,38420866.0,67423217.0,,735495.0,3664032.0,52884.0,909.0,2405757.0,11106365.0,,,1556562451.0,2898950.0,1636233.0,1010385.0
1893,4645058.0,136165893.0,756696.0,4344537.0,,4411.0,3225405.0,,36112.0,3715134.0,797270.0,,911321798.0,3254230.0,5566579.0,1716491.0,52657.0,73276.0,25363950.0,186878.0,4603035.0,6271532.0,33389.0,1127272.0,,278263.0,1552166.0,,1615029.0,153689.0,15321712.0,,13473.0,3604021.0,2223480.0,1730287.0,2732302.0,3323033.0,4992153.0,134208.0,,1014441.0,1885359.0,,2849327.0,387111631.0,3610315.0,80183.0,624841.0,,272689.0,1387916.0,2336845.0,1666573.0,,216593.0,8887912.0,9765874.0,2373740.0,41322.0,27378.0,433530.0,1324558.0,8822610.0,780451.0,139812.0,586895.0,802534.0,101708.0,18084145.0,383687964.0,,,120113.0,2443439.0,39688732.0,,,383667.0,157785.0,2087036.0,50141481.0,2553323.0,,4651202.0,,55506.0,,,1384809.0,1468990.0,276191.0,276027.0,1487044.0,447417.0,241651.0,6753821.0,72815.0,286795490.0,34941621.0,9495339.0,2002511.0,4599641.0,,324428.0,32054401.0,667122.0,40962994.0,266663.0,3932065.0,4260227.0,25074.0,94286.0,1028276.0,1207625.0,1922668.0,485733.0,267446.0,466799.0,458700.0,9812.0,2277808.0,217774.0,,2887960.0,2128067.0,1694657.0,61662.0,2174322.0,207722.0,33259.0,,341582.0,374145.0,,12123212.0,23720.0,1381259.0,19663.0,688329.0,391915.0,,4372447.0,4431596.0,7754841.0,187929.0,1943.0,5097055.0,4688573.0,,,703071.0,490549.0,1257269.0,17963253.0,,94486517.0,5088735.0,754044.0,,2064522.0,5385844.0,372911.0,17626489.0,5548.0,263320.0,233728.0,995242.0,574988.0,3462381.0,6183957.0,23081071.0,5133344.0,,15797.0,,10487596.0,60948124.0,1599676.0,,,48582.0,45639.0,,,43003.0,34573.0,9517.0,38063.0,2150396.0,1311508.0,2270365.0,17826.0,1054055.0,171412.0,,2779336.0,893667.0,112052.0,1514767.0,4911611.0,35978219.0,9403373.0,1752657.0,17996711.0,3624859.0,4873296.0,93375.0,,4883305.0,3037655.0,1675551.0,2563159.0,901888.0,5262937.0,6985899.0,313778.0,705883.0,,20152.0,235096.0,1743042.0,13593033.0,712841.0,,3543.0,3517994.0,21999304.0,44778.0,38786840.0,68743000.0,,757190.0,3696672.0,53324.0,910.0,2441046.0,11136095.0,,,1567026235.0,2902879.0,1633394.0,1020469.0
1894,4668186.0,136491624.0,764292.0,4386326.0,,4442.0,3213659.0,,35905.0,3839167.0,804399.0,,915991009.0,3314469.0,5623732.0,1732293.0,53350.0,73699.0,25448902.0,188167.0,4645623.0,6332723.0,34001.0,1134892.0,,277013.0,1588533.0,,1633459.0,155230.0,15689785.0,,13918.0,3658267.0,2237042.0,1720024.0,2750837.0,3308233.0,5042408.0,135957.0,,1009990.0,1871025.0,,2888863.0,389130612.0,3674132.0,80724.0,621910.0,,278560.0,1398413.0,2357613.0,1669834.0,,219322.0,8950309.0,9714892.0,2400076.0,41440.0,27570.0,444617.0,1339538.0,8943072.0,788435.0,139148.0,584454.0,812210.0,102730.0,18076009.0,386850961.0,,,120000.0,2471080.0,39734644.0,,,381842.0,158972.0,2106146.0,50827444.0,2573929.0,,4699466.0,,56465.0,,,1379103.0,1479356.0,278385.0,278451.0,1503035.0,458109.0,250170.0,6803261.0,73498.0,287424652.0,35369795.0,9600736.0,2059472.0,4573789.0,,328445.0,32242911.0,675243.0,41350296.0,267150.0,3967096.0,4238467.0,25187.0,94875.0,1037595.0,1233889.0,1953870.0,486330.0,269992.0,470871.0,466018.0,9883.0,2311590.0,220215.0,,2866014.0,2120284.0,1752135.0,61945.0,2195827.0,208979.0,34081.0,,343634.0,374218.0,,12301236.0,23843.0,1393771.0,19923.0,689309.0,397990.0,,4414846.0,4409911.0,7985028.0,189988.0,1944.0,5103074.0,4747338.0,,,716764.0,497472.0,1264841.0,18091655.0,,96137483.0,5107572.0,760939.0,,2087432.0,5467391.0,373537.0,17708473.0,5576.0,266699.0,236742.0,1000718.0,553491.0,3493093.0,6247889.0,23258085.0,5170383.0,,15883.0,,10547689.0,61503909.0,1590171.0,,,48404.0,46474.0,,,43686.0,34329.0,9588.0,38332.0,2147959.0,1320147.0,2303343.0,18158.0,1062224.0,176856.0,,2789049.0,901605.0,112960.0,1519208.0,4967748.0,36695001.0,9397267.0,1767315.0,18077079.0,3685109.0,4876305.0,93573.0,,4916790.0,3071462.0,1680410.0,2592405.0,909995.0,5220338.0,7054136.0,315968.0,711342.0,,20192.0,240074.0,1760754.0,13676198.0,719322.0,,3560.0,3514148.0,22204679.0,45016.0,39156299.0,70088593.0,,779525.0,3729602.0,53768.0,910.0,2476850.0,11165904.0,,,1577633469.0,2906812.0,1630560.0,1030654.0
1895,4691426.0,136824118.0,771964.0,4428517.0,,4472.0,3201949.0,,35700.0,3967341.0,811591.0,,920728298.0,3375822.0,5681471.0,1748240.0,54052.0,74124.0,25533916.0,189464.0,4688604.0,6394512.0,34625.0,1142559.0,,275769.0,1625749.0,,1652098.0,156787.0,16066699.0,,14377.0,3713329.0,2250684.0,1709821.0,2769498.0,3293498.0,5093168.0,137728.0,,1005558.0,1856800.0,,2928944.0,391160121.0,3739077.0,81268.0,618992.0,,284558.0,1408989.0,2378566.0,1673101.0,,222086.0,9013144.0,9664176.0,2426705.0,41558.0,27762.0,455988.0,1354686.0,9065170.0,796498.0,138487.0,582008.0,822004.0,103763.0,18067872.0,390045897.0,,,119887.0,2499034.0,39780605.0,,,380026.0,160166.0,2125430.0,51522787.0,2594699.0,,4748229.0,,57442.0,,,1373419.0,1489789.0,280597.0,280896.0,1519197.0,469057.0,259156.0,6853063.0,74187.0,288055133.0,35830086.0,9707301.0,2118049.0,4548082.0,,332512.0,32432529.0,683463.0,41741258.0,267636.0,4002439.0,4216818.0,25301.0,95468.0,1047000.0,1260721.0,1985578.0,486929.0,272562.0,474977.0,473452.0,9955.0,2345873.0,222684.0,,2844235.0,2112530.0,1811562.0,62229.0,2217493.0,210243.0,34923.0,,345698.0,374291.0,,12481874.0,23968.0,1406396.0,20186.0,690290.0,404160.0,,4457657.0,4388328.0,8222031.0,192069.0,1946.0,5109099.0,4806840.0,,,730724.0,504490.0,1272454.0,18220932.0,,97819241.0,5126465.0,767897.0,,2110597.0,5550358.0,374163.0,17790828.0,5604.0,270161.0,239795.0,1006199.0,532797.0,3524077.0,6312457.0,23436454.0,5207690.0,,15970.0,,10608127.0,62064763.0,1580723.0,,,48226.0,47324.0,,,44380.0,34086.0,9659.0,38604.0,2145499.0,1328842.0,2336800.0,18496.0,1070456.0,182472.0,,2798796.0,909614.0,113874.0,1523663.0,5024518.0,37429731.0,9391152.0,1782068.0,18157806.0,3746359.0,4879245.0,93772.0,,4950505.0,3105645.0,1685283.0,2624357.0,918175.0,5178084.0,7123039.0,318172.0,716842.0,,20232.0,245157.0,1778645.0,13759871.0,725861.0,,3577.0,3510306.0,22411971.0,45255.0,39529277.0,71460501.0,,802518.0,3762826.0,54215.0,910.0,2513175.0,11195792.0,,,1588397643.0,2910750.0,1627729.0,1040940.0
1896,4714779.0,137163427.0,779713.0,4471114.0,,4503.0,3190277.0,,35496.0,4099794.0,818848.0,,925469192.0,3438311.0,5739804.0,1764333.0,54763.0,74552.0,25618991.0,190770.0,4731984.0,6456903.0,35260.0,1150275.0,,274531.0,1663834.0,,1670951.0,158360.0,16452668.0,,14851.0,3769219.0,2264407.0,1699677.0,2788285.0,3278828.0,5144439.0,139520.0,,1001146.0,1842683.0,,2969578.0,393200213.0,3805169.0,81816.0,616089.0,,290684.0,1419645.0,2399705.0,1676374.0,,224884.0,9076421.0,9613724.0,2453628.0,41676.0,27957.0,467650.0,1370005.0,9188926.0,804640.0,137829.0,579556.0,831915.0,104805.0,18059736.0,393273113.0,,,119774.0,2527304.0,39826616.0,,,378218.0,161370.0,2144891.0,52227640.0,2615636.0,,4797499.0,,58435.0,,,1367759.0,1500289.0,282826.0,283362.0,1535533.0,480265.0,268628.0,6903229.0,74883.0,288686934.0,36257491.0,9815046.0,2178286.0,4522519.0,,336629.0,32623261.0,691783.0,42135915.0,268122.0,4038096.0,4195280.0,25415.0,96065.0,1056489.0,1288134.0,2017801.0,487528.0,275157.0,479117.0,481004.0,10028.0,2380664.0,225180.0,,2822620.0,2104804.0,1873003.0,62514.0,2239322.0,211514.0,35786.0,,347775.0,374365.0,,12665163.0,24092.0,1419136.0,20452.0,691272.0,410425.0,,4500883.0,4366847.0,8466052.0,194173.0,1947.0,5115130.0,4867088.0,,,744956.0,511605.0,1280108.0,18351088.0,,99532371.0,5145414.0,774918.0,,2134019.0,5634767.0,374790.0,17873554.0,5632.0,273708.0,242887.0,1011683.0,512877.0,3555336.0,6377665.0,23616188.0,5245266.0,,16057.0,,10668911.0,62630729.0,1571330.0,,,48048.0,48190.0,,,45086.0,33845.0,9731.0,38877.0,2143019.0,1337594.0,2370743.0,18840.0,1078751.0,188267.0,,2808577.0,917694.0,114795.0,1528130.0,5081928.0,38182813.0,9385029.0,1796918.0,18238893.0,3808625.0,4882113.0,93971.0,,4984451.0,3140209.0,1690170.0,2659041.0,926429.0,5136172.0,7192613.0,320392.0,722385.0,,20272.0,250348.0,1796718.0,13844057.0,732461.0,,3594.0,3506468.0,22621198.0,45496.0,39905807.0,72859236.0,,826190.0,3796345.0,54665.0,910.0,2550029.0,11225759.0,,,1599255683.0,2914693.0,1624903.0,1051329.0
1897,4738246.0,137509591.0,787540.0,4514120.0,,4535.0,3178642.0,,35293.0,4236670.0,826170.0,,930269915.0,3501956.0,5798736.0,1780575.0,55483.0,74982.0,25704124.0,192086.0,4775764.0,6519904.0,35906.0,1158039.0,,273298.0,1702807.0,,1690018.0,159949.0,16847909.0,,15341.0,3825951.0,2278211.0,1689592.0,2807199.0,3264221.0,5196224.0,141336.0,,996753.0,1828673.0,,3010771.0,395250942.0,3872428.0,82367.0,613198.0,,296941.0,1430381.0,2421032.0,1679653.0,,227717.0,9140141.0,9563536.0,2480851.0,41794.0,28152.0,479610.0,1385497.0,9314363.0,812864.0,137174.0,577099.0,841946.0,105859.0,18051600.0,396532959.0,,,119661.0,2555893.0,39872676.0,,,376419.0,162583.0,2164530.0,52942131.0,2636740.0,,4847280.0,,59446.0,,,1362121.0,1510857.0,285072.0,285850.0,1552045.0,491741.0,278446.0,6953762.0,75585.0,289320059.0,36710226.0,9923984.0,2240231.0,4497100.0,,340797.0,32815115.0,700204.0,42534303.0,268608.0,4074071.0,4173852.0,25530.0,96665.0,1066065.0,1316140.0,2050547.0,488127.0,277776.0,483292.0,488675.0,10101.0,2415972.0,227704.0,,2801168.0,2097105.0,1936527.0,62800.0,2261312.0,212794.0,36670.0,,349863.0,374438.0,,12851143.0,24218.0,1431991.0,20722.0,692256.0,416787.0,,4544529.0,4345468.0,8717298.0,196300.0,1948.0,5121166.0,4928091.0,,,759465.0,518817.0,1287802.0,18482129.0,,101277465.0,5164419.0,782003.0,,2157701.0,5720652.0,375417.0,17956652.0,5660.0,277341.0,246019.0,1017172.0,493702.0,3586872.0,6443521.0,23797298.0,5283113.0,,16144.0,,10730043.0,63201856.0,1561993.0,,,47871.0,49072.0,,,45802.0,33606.0,9803.0,39153.0,2140516.0,1346404.0,2405179.0,19191.0,1087110.0,194246.0,,2818392.0,925846.0,115723.0,1532611.0,5139985.0,38954656.0,9378898.0,1811865.0,18320343.0,3871923.0,4884911.0,94170.0,,5018629.0,3175158.0,1695070.0,2694118.0,934756.0,5094599.0,7262866.0,322627.0,727970.0,,20312.0,255648.0,1814975.0,13928757.0,739120.0,,3611.0,3502635.0,22832377.0,45738.0,40285922.0,74285324.0,,850560.0,3830163.0,55120.0,910.0,2587420.0,11255806.0,,,1610265238.0,2918641.0,1622080.0,1061822.0
1898,4761826.0,137862661.0,795445.0,4557540.0,,4566.0,3167043.0,,35091.0,4378115.0,833557.0,,935108383.0,3566779.0,5858272.0,1796967.0,56212.0,75415.0,25789313.0,193410.0,4819950.0,6583519.0,36565.0,1165852.0,,272071.0,1742690.0,,1709303.0,161553.0,17252644.0,,15847.0,3883537.0,2292096.0,1679565.0,2826242.0,3249679.0,5248531.0,143174.0,,992379.0,1814769.0,,3052531.0,397312365.0,3940876.0,82923.0,610322.0,,303333.0,1441198.0,2442549.0,1682938.0,,230587.0,9204309.0,9513610.0,2508376.0,41913.0,28349.0,491875.0,1401164.0,9441504.0,821169.0,136523.0,574636.0,852098.0,106922.0,18043464.0,399825784.0,,,119548.0,2584806.0,39918787.0,,,374628.0,163805.0,2184349.0,53666393.0,2658013.0,,4897577.0,,60474.0,,,1356505.0,1521493.0,287336.0,288360.0,1568733.0,503490.0,288622.0,7004666.0,76293.0,289954511.0,37165639.0,10034129.0,2303932.0,4471823.0,,345016.0,33008095.0,708727.0,42936456.0,269093.0,4110366.0,4152533.0,25645.0,97269.0,1075727.0,1344754.0,2083824.0,488727.0,280420.0,487502.0,496468.0,10175.0,2451803.0,230257.0,,2779878.0,2089435.0,2002203.0,63088.0,2283467.0,214081.0,37576.0,,351964.0,374511.0,,13039853.0,24344.0,1444962.0,20996.0,693241.0,423248.0,,4588597.0,4324190.0,8975983.0,198450.0,1950.0,5127207.0,4989858.0,,,774257.0,526128.0,1295538.0,18614062.0,,103055128.0,5183480.0,789153.0,,2181645.0,5808037.0,376044.0,18040125.0,5688.0,281062.0,249191.0,1022665.0,475243.0,3618687.0,6510030.0,23979794.0,5321233.0,,16232.0,,10791525.0,63778191.0,1552712.0,,,47695.0,49970.0,,,46530.0,33369.0,9876.0,39430.0,2137991.0,1355271.0,2440115.0,19548.0,1095534.0,200415.0,,2828241.0,934070.0,116657.0,1537105.0,5198697.0,39745685.0,9372759.0,1826910.0,18402156.0,3936271.0,4887636.0,94370.0,,5053042.0,3210495.0,1699984.0,2729635.0,943158.0,5053362.0,7333803.0,324877.0,733598.0,,20353.0,261061.0,1833416.0,14013975.0,745840.0,,3628.0,3498805.0,23045526.0,45981.0,40669657.0,75739298.0,,875649.0,3864281.0,55578.0,910.0,2625356.0,11285932.0,,,1621405678.0,2922593.0,1619262.0,1072420.0
1899,4793171.0,138243556.0,803288.0,4607453.0,,4598.0,3153583.0,,34867.0,4528806.0,841010.0,,940443731.0,3630608.0,5918417.0,1813509.0,56857.0,75850.0,25874553.0,193964.0,4864544.0,6649435.0,37159.0,1174434.0,,270849.0,1778417.0,,1728808.0,163383.0,17657865.0,,16370.0,3939787.0,2308844.0,1668600.0,2845414.0,3232202.0,5320088.0,145036.0,,987735.0,1802399.0,,3094100.0,399421783.0,4013044.0,83729.0,606854.0,,309862.0,1451218.0,2464257.0,1695685.0,,233585.0,9268928.0,9454803.0,2536620.0,42032.0,28598.0,504857.0,1418060.0,9569189.0,831708.0,135739.0,572855.0,862372.0,108135.0,18035328.0,403185896.0,,,119826.0,2613454.0,39965598.0,,,372475.0,165036.0,2204349.0,54413956.0,2679458.0,,4945162.0,,61379.0,,,1354985.0,1532814.0,289618.0,290286.0,1587107.0,515389.0,299170.0,7055446.0,77050.0,290840108.0,37666836.0,10143299.0,2363702.0,4449795.0,,349359.0,33217233.0,717295.0,43360172.0,270170.0,4146984.0,4128856.0,25761.0,97876.0,1085477.0,1365289.0,2117641.0,491758.0,283452.0,491747.0,504322.0,10249.0,2488166.0,232766.0,,2760392.0,2080134.0,2066448.0,63377.0,2308568.0,215376.0,38504.0,,354219.0,374544.0,,13217454.0,24471.0,1458050.0,21273.0,694500.0,429809.0,,4639210.0,4299584.0,9213835.0,200880.0,1951.0,5138195.0,5054019.0,,,790405.0,533858.0,1305147.0,18760173.0,,104897490.0,5202598.0,796369.0,,2203895.0,5896404.0,377248.0,18123975.0,5717.0,284871.0,252825.0,1028161.0,462812.0,3653716.0,6586321.0,24160762.0,5361041.0,,16320.0,,10857116.0,64359780.0,1542872.0,,,47496.0,50681.0,,,46990.0,33272.0,9949.0,39970.0,2137410.0,1364197.0,2476175.0,19920.0,1104021.0,207189.0,,2838124.0,942367.0,117598.0,1541612.0,5264810.0,40552775.0,9369454.0,1842053.0,18492820.0,4003298.0,4890289.0,94571.0,,5087148.0,3247026.0,1708254.0,2765548.0,951636.0,5016437.0,7410458.0,327120.0,739269.0,,20444.0,266614.0,1854490.0,14099714.0,752621.0,,3646.0,3490092.0,23260666.0,46226.0,41052066.0,77231772.0,,899176.0,3898703.0,56040.0,910.0,2661922.0,11430549.0,,,1633219852.0,2930805.0,1614833.0,1084511.0
